"ID" "Species" "Size" "Synonyms" "Symbols" "Descriptions"
"1383755" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0354" "yaiL" "predicted protein"
"1383756" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0364" "yaiS" "conserved protein"
"1383757" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0369" "hemB" "5-aminolevulinate dehydratase (porphobilinogen synthase)"
"1383758" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0380" "yaiZ" "predicted inner membrane protein, DUF2754 family"
"1383759" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0387" "yaiI" "conserved protein, UPF0178 family, downregulated by beryllium"
"1383760" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0394" "mak" "manno(fructo)kinase"
"1383761" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0412" "yajI" "predicted lipoprotein"
"1383762" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0419" "yajO" "2-carboxybenzaldehyde reductase, function unknown"
"1383763" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0426" "yajQ" "Phi6 host factor; binds ATP and GTP"
"1383764" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0427" "yajR" "predicted transporter"
"1383765" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0435" "bolA" "stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC"
"1383766" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0446" "cof" "thiamin pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase"
"1383767" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0457" "ylaB" "predicted cyclic-di-GMP phosphodiesterase"
"1383768" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0458" "ylaC" "inner membrane protein, DUF1449 family"
"1383769" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0483" "ybaQ" "predicted DNA-binding transcriptional regulator"
"1383770" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0530" "sfmA" "predicted fimbrial-like adhesin protein"
"1383771" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0558" "ybcV" "DLP12 prophage; predicted protein"
"1383772" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0604" "dsbG" "thiol:disulfide interchange protein, periplasmic"
"1383773" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0606" "ahpF" "alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding"
"1383774" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0629" "ybeF" "predicted DNA-binding transcriptional regulator"
"1383775" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0644" "ybeQ" "conserved protein"
"1383776" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0685" "ybfE" "LexA-regulated conserved protein"
"1383777" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0715" "abrB" "regulator of aidB expression; inner membrane protein"
"1383778" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0771" "ybhJ" "predicted hydratase"
"1383779" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0806" "mcbA" "colanic acid mucoidy stimulation protein"
"1383780" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0808" "ybiO" "predicted mechanosensitive channel"
"1383781" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0825" "fsaA" "fructose-6-phosphate aldolase 1"
"1383782" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0838" "gstB" "glutathione S-transferase"
"1383783" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0874" "ybjE" "predicted transporter"
"1383784" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0899" "ycaM" "predicted transporter"
"1383785" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0905" "ycaO" "ribosomal protein S12 methylthiotransferase accessory factor"
"1383786" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0909" "ycaL" "predicted peptidase with chaperone function"
"1383787" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0938" "elfA" "predicted fimbrial-like adhesin protein"
"1383788" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0946" "zapC" "FtsZ-associated protein"
"1383789" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0963" "mgsA" "methylglyoxal synthase"
"1383790" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0965" "yccU" "predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain"
"1383791" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0969" "tusE" "sulfurtransferase required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis"
"1383792" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0993" "torS" "hybrid sensory histidine kinase in two-component regulatory system with TorR"
"1383793" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1036" "ycdZ" "inner membrane protein, DUF1097 family"
"1383794" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1051" "msyB" "multicopy suppressor of secY and secA"
"1383795" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1085" "yceQ" "predicted protein"
"1383796" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1087" "yceF" "Maf-like protein"
"1383797" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1111" "ycfQ" "repressor for bhsA(ycfR)"
"1383798" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1128" "ycfD" "cupin superfamily protein"
"1383799" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1143" "ymfI" "e14 prophage; predicted protein"
"1383800" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1144" "ymfJ" "e14 prophage; predicted protein"
"1383801" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1146" "croE" "e14 prophage; predicted DNA-binding transcriptional regulator"
"1383802" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1168" "ycgG" "predicted cyclic-di-GMP phosphodiesterase"
"1383803" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1191" "cvrA" "predicted cation/proton antiporter"
"1383804" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1193" "emtA" "lytic murein endotransglycosylase E"
"1383805" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1201" "dhaR" "DNA-binding transcription activator of the dhaKLM operon"
"1383806" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1206" "ychM" "predicted transporter"
"1383807" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1251" "yciI" "predicted enzyme"
"1383808" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1259" "yciG" "predicted protein"
"1383809" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1296" "puuP" "putrescine importer"
"1383810" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1297" "puuA" "gamma-Glu-putrescine synthase"
"1383811" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1303" "pspF" "DNA-binding transcriptional activator"
"1383812" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1325" "ycjG" "L-Ala-D/L-Glu epimerase"
"1383813" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1329" "mppA" "murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit"
"1383814" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1341" "ydaM" "diguanylate cyclase, csgD regulator"
"1383815" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1353" "sieB" "Rac prophage; phage superinfection exclusion protein"
"1383816" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1376" "uspF" "stress-induced protein, ATP-binding protein"
"1383817" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1385" "feaB" "phenylacetaldehyde dehydrogenase"
"1383818" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1407" "ydbD" "predicted PF10971 family periplasmic methylglyoxal resistance protein"
"1383819" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1418" "cybB" "cytochrome b561"
"1383820" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1422" "ydcI" "predicted DNA-binding transcriptional regulator"
"1383821" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1426" "ydcH" "predicted protein"
"1383822" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1433" "ydcO" "inner membrane protein, predicted transporter, function unknown"
"1383823" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1435" "ydcP" "predicted peptidase"
"1383824" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1445" "ydcX" "conserved protein, DUF2566 family"
"1383825" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1450" "mcbR" "colanic acid and biofilm gene transcriptional regulator, MqsR-controlled"
"1383826" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1453" "ansP" "L-asparagine transporter"
"1383827" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1462" "yddH" "conserved protein"
"1383828" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1478" "adhP" "ethanol-active dehydrogenase/acetaldehyde-active reductase"
"1383829" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1479" "maeA" "malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
"1383830" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1481" "bdm" "biofilm-dependent modulation protein"
"1383831" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1497" "ydeM" "conserved protein"
"1383832" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1498" "ydeN" "conserved protein"
"1383833" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1520" "yneE" "predicted inner membrane protein, bestrophin family"
"1383834" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1533" "eamA" "cysteine and O-acetyl-L-serine efflux system"
"1383835" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1550" "gnsB" "Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)"
"1383836" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1551" "ynfN" "Qin prophage; cold shock-induced protein"
"1383837" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1585" "ynfC" "lipoprotein, UPF0257 family"
"1383838" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1586" "ynfD" "predicted protein"
"1383839" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1592" "clcB" "chloride channel, voltage-gated"
"1383840" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1593" "ynfK" "predicted dethiobiotin synthetase"
"1383841" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1624" "ydgJ" "predicted oxidoreductase"
"1383842" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1626" "ydgK" "inner membrane protein, DUF2569 family"
"1383843" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1639" "mliC" "inhibitor of c-type lysozyme, membrane-bound; predicted lipoprotein"
"1383844" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1642" "slyA" "DNA-binding transcriptional activator"
"1383845" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1689" "ydiL" "conserved protein"
"1383846" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1742" "ves" "conserved protein"
"1383847" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1757" "ynjE" "predicted thiosulfate sulfur transferase"
"1383848" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1758" "ynjF" "inner membrane protein, phosphatidylglycerophosphate synthase homolog"
"1383849" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1762" "ynjI" "inner membrane protein"
"1383850" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1780" "yeaD" "conserved protein"
"1383851" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1788" "yoaI" "predicted protein"
"1383852" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1799" "dmlR" "DNA-binding transcriptional activator for dmlA"
"1383853" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1809" "yoaB" "conserved protein, UPF0076 famiily"
"1383854" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1815" "adrB" "predicted phosphodiesterase"
"1383855" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1828" "yebQ" "predicted transporter"
"1383856" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1835" "rsmF" "16S rRNA m(5)C1407 methyltransferase, SAM-dependent"
"1383857" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1838" "pphA" "serine/threonine-specific protein phosphatase 1"
"1383858" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1862" "yebB" "conserved protein, DUF830 family"
"1383859" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1877" "yecT" "predicted protein"
"1383860" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1953" "yodD" "predicted protein"
"1383861" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1956" "yedQ" "predicted diguanylate cyclase"
"1383862" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1974" "yodB" "cytochrome b561 homolog"
"1383863" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1976" "mtfA" "anti-repressor for DgsA(Mlc)"
"1383864" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2027" "cld" "regulator of length of O-antigen component of lipopolysaccharide chains"
"1383865" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2063" "yegH" "inner membrane protein"
"1383866" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2066" "udk" "uridine/cytidine kinase"
"1383867" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2069" "yegD" "predicted chaperone"
"1383868" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2080" "yegP" "conserved protein, UPF0339 family"
"1383869" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2085" "yegR" "predicted protein"
"1383870" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2097" "fbaB" "fructose-bisphosphate aldolase class I"
"1383871" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2107" "rcnB" "periplasmic modulator of Ni and Co efflux"
"1383872" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2113" "mrp" "antiporter inner membrane protein"
"1383873" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2123" "yehR" "lipoprotein, DUF1307 family"
"1383874" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2135" "yohC" "inner membrane protein, Yip1 family"
"1383875" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2136" "yohD" "inner membrane protein, DedA family"
"1383876" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2171" "yeiP" "elongation factor P-like protein"
"1383877" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2250" "yfaZ" "outer membrane protein, possible porin"
"1383878" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2259" "pmrD" "inactive two-component system connector protein"
"1383879" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2265" "menF" "isochorismate synthase 2"
"1383880" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2268" "rbn" "RNase BN, tRNA processing enzyme"
"1383881" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2271" "yfbL" "predicted peptidase"
"1383882" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2298" "yfcC" "predicted inner membrane protein"
"1383883" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2324" "mnmC" "fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme"
"1383884" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2343" "yfcZ" "conserved protein, UPF0381 family"
"1383885" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2378" "lpxP" "palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase"
"1383886" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2394" "insL" "IS186 transposase"
"1383887" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2395" "yfeA" "predicted diguanylate cyclase"
"1383888" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2426" "ucpA" "predicted short-chain oxidoreductase"
"1383889" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2498" "upp" "uracil phosphoribosyltransferase"
"1383890" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2521" "sseA" "3-mercaptopyruvate sulfurtransferase"
"1383891" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2522" "sseB" "rhodanase-like enzyme, sulfur transfer from thiosulfate"
"1383892" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2523" "pepB" "aminopeptidase B"
"1383893" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2535" "csiE" "stationary phase inducible protein"
"1383894" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2550" "yphH" "predicted DNA-binding transcriptional regulator"
"1383895" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2556" "glrK" "Sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR"
"1383896" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2575" "yfiC" "tRNA (adenine-N(6)-)-methyltransferase"
"1383897" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2577" "yfiE" "predicted DNA-binding transcriptional regulator"
"1383898" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2602" "yfiL" "lipoprotein"
"1383899" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2617" "bamE" "lipoprotein component of BamABCDE OM biogenesis complex"
"1383900" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2647" "ypjA" "adhesin-like autotransporter"
"1383901" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2709" "norR" "Anaerobic nitric oxide reductase DNA-binding transcriptional activator"
"1383902" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2778" "ygcG" "predicted protein"
"1383903" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2809" "ygdI" "novel lipoprotein"
"1383904" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2817" "amiC" "N-acetylmuramoyl-L-alanine amidase"
"1383905" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2844" "yqeF" "predicted acyltransferase"
"1383906" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2846" "yqeH" "conserved protein with bipartite regulator domain"
